DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,531 tỷ",Eco Green Sài Gòn,60 m²,Đã bàn giao,"58,85 triệu/m²",2 phòng,2 phòng,,,,,,
"104, Hồ Văn Tư, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 tỷ",Lan Phương MHBR Tower,68 m²,Đã bàn giao,"33,09 triệu/m²",2 phòng,,10,Đã có sổ,,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","2,68 tỷ",The Everrich Infinity,44.29 m²,Đã bàn giao,"60,51 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,54 tỷ",Akari City,61 m²,Đã bàn giao,"25,25 triệu/m²",2 phòng,1 phòng,11,Đã có sổ,Nội thất đầy đủ,,,
"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",De Capella,56 m²,Đã bàn giao,"51,79 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây,
"533, Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,8 tỷ",Soho Riverview (Cao ốc Bình Quới 1),70 m²,Đã bàn giao,40 triệu/m²,2 phòng,2 phòng,,,,,,Căn góc
"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,5 tỷ",Green Field,70 m²,Đã bàn giao,"21,43 triệu/m²",2 phòng,2 phòng,,,Nội thất cao cấp,,,
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,79 tỷ",The Eastern,100 m²,Đã bàn giao,"17,9 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nội thất đầy đủ,Bắc,Bắc,
"Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,45 tỷ",An Lộc - An Phúc,34 m²,Đã bàn giao,"42,65 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp,Đông Nam,,Căn góc
"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","3,12 tỷ",Docklands Sài Gòn,95 m²,Đã bàn giao,"32,84 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"2, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","2,1 tỷ",Phú Gia Hưng Apartment,73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","2,9 tỷ",Melody Residences,73.6 m²,Đã bàn giao,"39,4 triệu/m²",2 phòng,2 phòng,,,,,,
"36, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,1 tỷ",Lotus Garden,52 m²,Đã bàn giao,"40,38 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","4,1 tỷ",The Botanica,74 m²,Đã bàn giao,"55,41 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,65 tỷ",Saigon Riverside Complex Q7,64 m²,Đã bàn giao,"41,41 triệu/m²",2 phòng,2 phòng,22,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,8 tỷ",Sky Garden 3,68 m²,Đã bàn giao,"41,18 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","3,35 tỷ",Sky 89 An Gia,71.9 m²,Đã bàn giao,"46,59 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3 tỷ,Richmond City,86 m²,Đã bàn giao,"34,88 triệu/m²",3 phòng,3 phòng,,,,,,
"291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,28 tỷ",Carillon 5,55 m²,Đã bàn giao,"41,45 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,8 tỷ",Eco Green Sài Gòn,65 m²,Đã bàn giao,"58,46 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,386 tỷ",Dream Home Riverside,62.37 m²,Chưa bàn giao,"22,22 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Nam,
"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,9 tỷ","Topaz City_Block A1, B1, B2",95 m²,Đã bàn giao,"30,53 triệu/m²",3 phòng,2 phòng,4,Đang chờ sổ,Nội thất cao cấp,,,Căn góc
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",3 tỷ,The Botanica,57 m²,Đã bàn giao,"52,63 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,59 tỷ",Mizuki Park,73 m²,Đã bàn giao,"49,18 triệu/m²",2 phòng,2 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản,Tây,Đông,Căn góc
"Số 99, Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,1001 tỷ",Cosmo City,73 m²,Đã bàn giao,"42,47 triệu/m²",2 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,7 tỷ",Richmond City,86 m²,Đã bàn giao,"31,4 triệu/m²",3 phòng,2 phòng,,,Nội thất cao cấp,,,Căn góc
"Phạm Văn Ngôn, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",Căn hộ Bình Khánh (Chung cư Đức Khải Q2),66 m²,Đã bàn giao,"28,03 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","4,95 tỷ",Golden Mansion,85 m²,Đã bàn giao,"58,24 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,85 tỷ",Akari City,100 m²,Đã bàn giao,"38,5 triệu/m²",3 phòng,2 phòng,,,,,,
"Số TA15, Đường Lê Văn Khương, Phường Thới An, Quận 12, TP Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",Võ Đình Apartment,85 m²,Chưa bàn giao,"25,88 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",Jamila Khang Điền,70 m²,Chưa bàn giao,"44,29 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,82 tỷ",EHome 3,64 m²,Đã bàn giao,"28,44 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,Đông,Nam,
"Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,35 tỷ",Topaz Garden,75 m²,Đã bàn giao,18 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,6 tỷ",Hưng Phát Silver Star,75 m²,Đã bàn giao,"34,67 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,45 tỷ",The Beverly Solari - Vinhomes Grand Park,54.2 m²,Chưa bàn giao,"63,65 triệu/m²",2 phòng,2 phòng,15,Giấy tờ khác,,Đông Bắc,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","4,095 tỷ",Eco Green Sài Gòn,70 m²,Đã bàn giao,"58,5 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,56 tỷ",Hưng Phát Silver Star,66 m²,Chưa bàn giao,"38,79 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,4 tỷ",Căn hộ Khang Gia Gò Vấp,65 m²,Đã bàn giao,"21,54 triệu/m²",2 phòng,,11,,,,,Căn góc
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","3,34 tỷ",The Botanica,57 m²,Đã bàn giao,"58,6 triệu/m²",2 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",Vinhomes Grand Park,59 m²,Chưa bàn giao,"47,46 triệu/m²",2 phòng,1 phòng,,,,,,
"D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,7 tỷ",Chung cư D5 Bình Thạnh,73 m²,Đã bàn giao,"36,99 triệu/m²",2 phòng,2 phòng,,,,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","2,161 tỷ",Central Premium,37 m²,Chưa bàn giao,"58,41 triệu/m²",1 phòng,1 phòng,14,,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,
"68 Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,45 tỷ",Sky Garden 3,74 m²,Đã bàn giao,"46,62 triệu/m²",2 phòng,2 phòng,,,,,,
"Phố 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,Tropic Garden,88 m²,Đã bàn giao,"45,45 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,Tây Bắc,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,99 tỷ",Saigon Pearl,90 m²,Đã bàn giao,"22,11 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"346, 346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh","1,49 tỷ",The Gold View,80 m²,Đã bàn giao,"18,63 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"15B, 15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",Orchid Park,72 m²,Đã bàn giao,"24,31 triệu/m²",2 phòng,2 phòng,,,,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,011 tỷ",Central Premium,51 m²,Chưa bàn giao,"59,04 triệu/m²",1 phòng,1 phòng,8,,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,42 tỷ",LuxGarden,68 m²,Đã bàn giao,"35,59 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","6,5 tỷ",Wilton Tower,93 m²,Chưa bàn giao,"69,89 triệu/m²",3 phòng,2 phòng,18,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","4,616 tỷ",Central Premium,88 m²,Chưa bàn giao,"52,45 triệu/m²",3 phòng,2 phòng,21,,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Sunview Town,57 m²,Đã bàn giao,"29,82 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","5,5 tỷ",Eco Green Sài Gòn,95 m²,Đã bàn giao,"57,89 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,92 tỷ",Skyway Residence,75 m²,Đã bàn giao,"25,6 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,55 tỷ",The Sun Avenue,61 m²,Chưa bàn giao,"41,8 triệu/m²",1 phòng,,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","6,3 tỷ",Sunrise City,125 m²,Đã bàn giao,"50,4 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",The Park Residence,60 m²,Đã bàn giao,"29,17 triệu/m²",2 phòng,,,,,Tây,Đông Nam,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,72 tỷ",The Botanica,1 m²,Chưa bàn giao,"1,72 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,6 tỷ",Hưng Ngân Garden,56 m²,Đã bàn giao,"28,57 triệu/m²",1 phòng,1 phòng,12,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,
"Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,95 tỷ",Căn hộ Cityland Parkhill Gò Vấp,95 m²,Chưa bàn giao,"52,11 triệu/m²",3 phòng,2 phòng,,,,,,
"91, 91 91 Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","4,8 tỷ",Central Plaza - 91 Phạm Văn Hai,83 m²,Đã bàn giao,"57,83 triệu/m²",3 phòng,2 phòng,11,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,2 tỷ",Sài Gòn Intela,78 m²,Đã bàn giao,"28,21 triệu/m²",3 phòng,3 phòng,,,,,,
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,82 tỷ",Botanica Premier,1 m²,Đã bàn giao,"1,82 tỷ/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"163, Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh","6,5 tỷ",Cao ốc Satra - Eximland,145 m²,Đã bàn giao,"44,83 triệu/m²",3 phòng,3 phòng,10,Đã có sổ,,,,Căn góc
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",LuxGarden,77 m²,Đã bàn giao,"33,12 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,58 tỷ",Saigon Royal Residence,60 m²,Đã bàn giao,"26,33 triệu/m²",2 phòng,1 phòng,16,Đã có sổ,Nội thất đầy đủ,,,
"600A, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,4 tỷ",Cantavil Hoàn Cầu,120 m²,Đã bàn giao,"53,33 triệu/m²",3 phòng,2 phòng,14,Đã có sổ,Nội thất đầy đủ,Đông Nam,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","1,57 tỷ",River Gate,1 m²,Đã bàn giao,"1,57 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp H","1,8 tỷ",Orchid Park,75 m²,Đã bàn giao,24 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","1,7999 tỷ",Lavida Plus,37 m²,Đã bàn giao,"48,65 triệu/m²",1 phòng,1 phòng,15,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Tăng Nhơn Phú, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",9 View Apartment,58 m²,Đã bàn giao,"37,93 triệu/m²",2 phòng,,,,,,,
"Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","2,25 tỷ",Thanh Đa View,99 m²,Đã bàn giao,"22,73 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,59 tỷ",Topaz Elite,78 m²,Đã bàn giao,"33,21 triệu/m²",2 phòng,2 phòng,33,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,85 tỷ",Sunrise City,76 m²,Đã bàn giao,"50,66 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,25 tỷ",Celadon City,80 m²,Đã bàn giao,"40,63 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","5,3 tỷ",Vinhomes Golden River BaSon,50.6 m²,Đã bàn giao,"104,74 triệu/m²",1 phòng,1 phòng,21,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,8 tỷ",Richmond City,68 m²,Đã bàn giao,"26,47 triệu/m²",2 phòng,2 phòng,,,,,,
"Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",Khu căn hộ Sacomreal-584,82 m²,Đã bàn giao,"32,93 triệu/m²",2 phòng,2 phòng,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","1,68 tỷ",M-One Nam Sài Gòn,35 m²,Đã bàn giao,48 triệu/m²,1 phòng,1 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,52 tỷ",The Origami – Vinhomes Grand Park,30 m²,Đã bàn giao,"50,67 triệu/m²",1 phòng,1 phòng,19,,,,,
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,1 tỷ",Sài Gòn Intela,78 m²,Đã bàn giao,"26,92 triệu/m²",3 phòng,,,,,,,
"49, Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh","2,7 tỷ",Diamond Lotus Riverside,50 m²,Đã bàn giao,54 triệu/m²,1 phòng,1 phòng,15,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,6 tỷ",Eco Green Sài Gòn,64 m²,Đã bàn giao,"56,25 triệu/m²",2 phòng,2 phòng,7,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Số 207, Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,56 tỷ",Richmond City,66 m²,Đã bàn giao,"23,64 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất đầy đủ,,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 tỷ",Safira Khang Điền (Sapphire Khang Điền),50 m²,Đã bàn giao,45 triệu/m²,1 phòng,1 phòng,,,,,,
"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",Dream Home Palace,79 m²,Đã bàn giao,"28,48 triệu/m²",3 phòng,2 phòng,6,Đang chờ sổ,,Đông Bắc,Tây Nam,Căn góc
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,33 tỷ",Akari City,56 m²,Chưa bàn giao,"41,61 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,68 tỷ",The Tresor,1 m²,Đã bàn giao,"1,68 tỷ/m²",2 phòng,1 phòng,,,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","2,9 tỷ",Moonlight Park View,62 m²,Đã bàn giao,"46,77 triệu/m²",2 phòng,,,,,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,876 tỷ",Celadon City,50 m²,Chưa bàn giao,"37,52 triệu/m²",1 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,205 tỷ",Võ Đình Apartment,90.84 m²,Đã bàn giao,"24,27 triệu/m²",2 phòng,,3,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,2 tỷ",Wilton Tower,1 m²,Chưa bàn giao,"2,2 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,98 tỷ",Vinhomes Grand Park,46.3 m²,Đã bàn giao,"42,76 triệu/m²",1 phòng,1 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Đường Nguyễn Hữu Thọ, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,79 tỷ",Saigon South Residences,72 m²,Đã bàn giao,"38,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",Vinhomes Grand Park,69 m²,Đã bàn giao,"42,03 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,Đông Bắc,Tây Nam,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,8 tỷ",Saigon Riverside Complex Q7,54 m²,Đã bàn giao,"33,33 triệu/m²",1 phòng,1 phòng,,,,,,
"Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,95 tỷ",TDH RiverView,62 m²,Đã bàn giao,"31,45 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,8 tỷ",Dream Home Palace,62 m²,Đã bàn giao,"29,03 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,38 tỷ",LuxGarden,65 m²,Đã bàn giao,"36,62 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,53 tỷ",Căn hộ RichStar,65 m²,Đã bàn giao,"23,54 triệu/m²",2 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ,,,
"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,77 tỷ",Khu căn hộ IDICO Tân Phú,58 m²,Đã bàn giao,"30,52 triệu/m²",2 phòng,2 phòng,,,,,,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","9,4 tỷ",Vinhomes Central Park,115 m²,Chưa bàn giao,"81,74 triệu/m²",3 phòng,2 phòng,35,Giấy tờ khác,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,Saigon Riverside Complex Q7,70 m²,Đã bàn giao,"28,57 triệu/m²",2 phòng,2 phòng,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",M-One Nam Sài Gòn,50 m²,Đã bàn giao,42 triệu/m²,1 phòng,1 phòng,,,Nội thất đầy đủ,Bắc,Nam,
"số 152, số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","4,3 tỷ",152 Điện Biên Phủ,75 m²,Chưa bàn giao,"57,33 triệu/m²",2 phòng,2 phòng,,,,,,
